Applicant,FacilityType,LocationDescription,Address,BlockLot,Block,Lot,Status,FoodItems,X,Y,Latitude,Longitude
The Geez Freeze,Truck,18TH ST: DOLORES ST to CHURCH ST (3700 - 3799),3750 18TH ST,3579006,3579,6,APPROVED,Snow Cones: Soft Serve Ice Cream & Frozen Virgin Daiquiris,6004575.869,2105666.974,37.7620192,-122.4273064
Datam SF LLC dba Anzu To You,Truck,TAYLOR ST: BAY ST to NORTH POINT ST (2500 - 2599),2535 TAYLOR ST,29007,29,7,APPROVED,Asian Fusion - Japanese Sandwiches/Sliders/Misubi,6008186.355,2121568.818,37.80588535,-122.4159452
Casita Vegana,Truck,JOHN MUIR DR: LAKE MERCED BLVD to SKYLINE BLVD (200 - 699),Assessors Block 7283/Lot004,7283004,7283,4,APPROVED,Coffee: Vegan Pastries: Vegan Hot Dogs: Vegan Tamales: Te: Vegan Shakes,5985417.15,2091453.145,37.72188971,-122.4925212
El Alambre,Truck,14TH ST: FOLSOM ST to SHOTWELL ST (100 - 150),1800 FOLSOM ST,3549083,3549,83,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6007856.719,2107724.046,37.76785244,-122.4161049
Cochinita,Truck,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),290 TOWNSEND ST,3787028,3787,28,APPROVED,Mexican Food: Yucatan Food: Street Food,6014084.346,2111203.786,37.77775522,-122.3948078
Truly Food & More,Truck,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,260004,260,4,APPROVED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,6012325.432,2116569.355,37.79238986,-122.4012697
MOMO INNOVATION LLC,Truck,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),351 CALIFORNIA ST,0261010A,261,010A,APPROVED,Noodles: Meat & Drinks,6012479.849,2116741.356,37.79287075,-122.4007475
MOMO INNOVATION LLC,Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,263011,263,11,APPROVED,MOMO Spicy Noodle: POPO's Noodle: Spicy Chicken Noodle: Rice Noodles,6013245.668,2116754.292,37.79294895,-122.3980986
Treats by the Bay LLC,Truck,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 MONTGOMERY ST,292002,292,2,APPROVED,Sandwich: Donuts: Coffee: Soft Serve Ice Cream: Drinks,6011970.278,2115432.874,37.78924953,-122.4024186
MOMO INNOVATION LLC,Truck,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,3722067,3722,67,APPROVED,Noodles: Meat & Drinks,6012350.571,2114444.914,37.78655805,-122.4010334
Treats by the Bay LLC,Truck,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,326005,326,5,APPROVED,Prepackaged Kettlecorn,6010286.046,2114141.69,37.78561009,-122.4081548
MOMO INNOVATION LLC,Truck,BUSH ST: BATTERY ST to SANSOME ST (100 - 199),1 BUSH ST,290011,290,11,APPROVED,Noodles,6012652.373,2116027.943,37.79092151,-122.4001004
The Chef Station,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,3507041,3507,41,REQUESTED,South American/Peruvian food,6007585.376,2110633.378,37.77582552,-122.4172496
MOMO INNOVATION LLC,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),555 MISSION ST,3721120,3721,120,APPROVED,Noodles,6013055.646,2115118.242,37.78844616,-122.3986412
Treats by the Bay LLC,Truck,HOWARD ST: MALDEN ALY to 02ND ST (574 - 599),201 02ND ST,3736097,3736,97,APPROVED,Prepackaged Kettlecorn,6013265.85,2114515.053,37.78680165,-122.3978716
El Alambre,Truck,FRANKLIN ST: MYRTLE ST to GEARY BLVD (1150 - 1199),1188 FRANKLIN ST,714017,714,17,APPROVED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,6006108.969,2114104.044,37.78527195,-122.4226036
El Alambre,Truck,FRANKLIN ST: OFARRELL ST \ STARR KING WAY to MYRTLE ST (1100 - 1149),1100 FRANKLIN ST,714015,714,15,APPROVED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,6006116.026,2113948.779,37.78484603,-122.4225681
El Alambre,Truck,SHOTWELL ST: 14TH ST to 15TH ST (1 - 99),1800 FOLSOM ST,3549083,3549,83,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6007856.719,2107724.046,37.76785244,-122.4161049
Truly Food & More,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,APPROVED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,6013786.267,2114936.804,37.78798865,-122.3961007
Truly Food & More,Truck,MISSION ST: 02ND ST to NEW MONTGOMERY ST (600 - 634),602 MISSION ST,3707013,3707,13,APPROVED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,6012606.129,2114955.147,37.78797328,-122.400185
San Pancho's Tacos,Truck,ALEMANY BLVD: SICKLES AVE to I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE (3101 - 3155) -- SOUTH --,3119 ALEMANY BLVD,7146002,7146,2,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,5996113.792,2086967.583,37.71019302,-122.4552219
San Pancho's Tacos,Truck,CAPITOL AVE: DE MONTFORT AVE to OCEAN AVE (1200 - 1299),1271 CAPITOL AVE,6935001,6935,1,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,5995019.526,2092127.388,37.72429778,-122.4593773
San Pancho's Tacos,Truck,BAY SHORE BLVD: CORTLAND AVE to WATERLOO ST (491 - 499) -- EAST --,491 BAY SHORE BLVD,5598008,5598,8,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,,,0,0
BH & MT LLC,Truck,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,3567039,3567,39,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6005214.088,2106542.595,37.76445952,-122.4251614
"BOWL'D ACAI, LLC.",Truck,LARKIN ST: FULTON ST to MCALLISTER ST (200 - 299),200 LARKIN ST,353001,353,1,APPROVED,Acai Bowls: Smoothies: Juices,6007971.743,2112224.278,37.78021548,-122.4160258
BH & MT LLC,Truck,GROVE ST: BRODERICK ST to BAKER ST (1400 - 1499),1477 GROVE ST,1200015,1200,15,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6000796.184,2110578.354,37.77529014,-122.4407312
BH & MT LLC,Truck,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,1202002D,1202,002D,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6001782.163,2110734.277,37.77577437,-122.4373316
"BOWL'D ACAI, LLC.",Truck,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,261005,261,5,APPROVED,Acai Bowls: Smoothies: Juices,6012649.224,2116554.374,37.79236679,-122.4001483
BH & MT LLC,Truck,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,1,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,5999130.566,2113756.702,37.78392207,-122.4467216
BH & MT LLC,Truck,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,3513007,3513,7,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,,,0,0
"BOWL'D ACAI, LLC.",Truck,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),451 MONTGOMERY ST,240001,240,1,APPROVED,Acai Bowls: Smoothies: Juices,6011767.937,2117013.017,37.79357693,-122.4032299
BH & MT LLC,Truck,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,1,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.76832025,-122.4271106
BH & MT LLC,Truck,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),401 23RD ST,4232010,4232,10,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6016887.317,2102871.037,37.75503073,-122.3845307
BH & MT LLC,Truck,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,3543003B,3543,003B,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6003973.245,2107356.733,37.76662477,-122.4295112
"BOWL'D ACAI, LLC.",Truck,BUCHANAN ST: NORTH POINT ST to BEACH ST \ LOWER FORT MASON ST \ MARINA BLVD (3700 - 3799),15 MARINA BLVD,446002,446,2,APPROVED,Acai Bowls: Poke Bowls: Smoothies: Juices,6003247.312,2121194.213,37.80457787,-122.4330108
Cochinita,Truck,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2601 24TH ST,4264001,4264,1,APPROVED,Panushos: Salbutes: Salad: Rice: Beans: Cochinita: etc.,6010800.766,2102190.03,37.75282237,-122.4055319
Cochinita,Truck,BEALE ST: BRYANT ST \ DELANCEY ST to END: 500-501 BLOCK (500 - 599),501 BEALE ST,3771004,3771,4,APPROVED,Mexican Food: Yucatan Food: Street Food,6015805.731,2114257.932,37.78623677,-122.3890662
Cochinita,Truck,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),617 BRYANT ST,3777055,3777,55,APPROVED,Mexican Food: Yucatan Food: Street Food,6013083.726,2111696.027,37.77905111,-122.3983039
Cochinita,Truck,DIVISADERO ST: MCALLISTER ST to GOLDEN GATE AVE (901 - 999) -- WEST --,999 DIVISADERO ST,1156034,1156,34,APPROVED,Mexican Food: Yucatan Food: Street Food,6001382.637,2111693.088,37.7783843,-122.4387824
Halal Cart of San Francisco,Push Cart,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),400 MONTGOMERY ST,239009,239,9,SUSPEND,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,6011956.214,2116853.2,37.79314863,-122.4025672
Buenafe,Truck,EVANS AVE: PHELPS ST to QUINT ST (1600 - 1699),750 PHELPS ST,5280001,5280,1,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6014320.244,2097246.796,37.73944545,-122.393015
Cochinita,Truck,02ND ST: BRYANT ST to TABER PL (500 - 518),501 02ND ST,3774067,3774,67,APPROVED,Mexican Food: Yucatan Food: Street Food,6014675.196,2113164.273,37.7831711,-122.392901
Cochinita,Truck,07TH AVE: LINCOLN WAY to HUGO ST (1200 - 1246),1219 07TH AVE,1743003,1743,3,APPROVED,Mexican Food: Yucatan Food: Street Food,5993824.943,2107157.162,37.76549699,-122.4645976
Cochinita,Truck,BRANNAN ST: ZOE ST to 04TH ST (440 - 499),490 BRANNAN ST,3776025,3776,25,APPROVED,Mexican Food: Yucatan Food: Street Food,6013619.641,2111616.7,37.77886314,-122.3964444
Quan Catering,Truck,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6016176.048,2098933.04,37.74417845,-122.3867159
Liang Bai Ping,Truck,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0
Reecees Soulicious,Truck,BAY SHORE BLVD: BAY SHORE BLVD to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,5559021,5559,21,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,6011355.555,2099442.374,37.74530891,-122.4034201
Mini Mobile Food Catering,Truck,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,3719003,3719,3,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013984.177,2115732.906,37.79018557,-122.3954717
Got Snacks,Push Cart,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL ST (1000 - 1099),1020 03RD ST,8714002,8714,2,REQUESTED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,6015168.306,2110364.21,37.77551014,-122.3909993
CC Acquisition LLC,Push Cart,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,525 MARKET ST,3708056,3708,56,REQUESTED,Chai Tea,6012886.778,2115835.7,37.79040672,-122.3992759
MOMO INNOVATION LLC,Truck,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),351 CALIFORNIA ST,0261010A,261,010A,REQUESTED,Noodles: Meat & Drinks,6012479.849,2116741.356,37.79287075,-122.4007475
Kid Abelha - Brazilian Hamburgers,Truck,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),125 NAPOLEON ST,5230021,5230,21,REQUESTED,Brazilian Hamburgers,6013179.574,2099968.78,37.74685602,-122.3971498
DO UC US Mobile Catering,Truck,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,1,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,5995605.966,2106525.104,37.76386403,-122.4583917
Scotch Bonnet,Truck,01ST ST: STEVENSON ST to JESSIE ST (21 - 56),50 01ST ST,3708055,3708,55,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6013063.33,2115738.283,37.79014907,-122.3986582
Kid Abelha - Brazilian Hamburgers,Truck,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),2045 EVANS AVE,4343002,4343,2,REQUESTED,Brazilian Hamburgers,6013220.459,2100301.58,37.74777209,-122.3970317
"Off the Grid Services, LLC",Truck,MARY ST: MINNA ST to NATOMA ST (24 - 69),44 MARY ST,3725127,3725,127,REQUESTED,Multiple Food Trucks & Food Types,6010698.263,2112589.921,37.78137237,-122.4066192
"Chairman SF, LLC",Truck,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,3789007,3789,7,APPROVED,Baos: bowls & drinks,6015195.702,2112613.963,37.78168898,-122.3910618
Breakfast Embed,Truck,01ST ST: TEHAMA ST to CLEMENTINA ST (232 - 274),234 01ST ST,3736006,3736,6,APPROVED,Coffee: Pastries: Bagels: Sandwiches: Other Items,6013910.699,2114841.275,37.78773327,-122.3956635
Breakfast Embed,Truck,MISSION ROCK ST: 04TH ST intersection,1200 04TH ST,8711017,8711,17,APPROVED,Coffee: Pastries: Bagels: Sandwiches: Other Items,6014911.307,2109267.156,37.77248361,-122.3918116
San Francisco Taco Truck,Truck,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,5423A009,5423A,9,REQUESTED,Tacos: Tortas: Burritos,6012447.306,2093773.934,37.72980548,-122.3992471
Sunset Mercantile/Outer Sunset Farmers Market & Mercantile,Truck,37TH AVE: QUINTARA ST to RIVERA ST (2100 - 2199),2155 37TH AVE,2094006,2094,6,REQUESTED,Multiple Food Trucks & Food Types,5984527.62,2100736.237,37.74732655,-122.4962807
Liang Bai Ping,Truck,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,42,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018287.161,2092537.392,37.72673391,-122.378972
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,6014982.07,2100806.303,37.74925586,-122.3909754
"Off the Grid Services, LLC",Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.79926011,-122.3996179
"San Francisco Street Foods, Inc.",Push Cart,POST ST: KEARNY ST to ROBERT KIRK LN (100 - 140),100 POST ST,294004,294,4,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6011057.082,2115445.537,37.78923328,-122.4055791
Buenafe,Truck,MISSISSIPPI ST: 07TH ST \ 16TH ST to 17TH ST (1 - 99),901 16TH ST,3949001,3949,1,APPROVED,Tacos burritos quesadillas tortas pupusas flautas tamales,6013806.356,2106973.63,37.76612469,-122.3954731
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,295016,295,16,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010587.529,2115337.419,37.78891015,-122.407196
Papalote Inc.,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,6013786.267,2114936.804,37.78798865,-122.3961007
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),233 GEARY ST,314001,314,1,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010666.538,2114728.492,37.7872426,-122.4068797
"San Francisco Street Foods, Inc.",Push Cart,NEW MONTGOMERY ST: MARKET ST \ MONTGOMERY ST intersection,2 MONTGOMERY ST,291007,291,7,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012142.899,2115481.242,37.78939198,-122.4018247
DO UC US Mobile Catering,Truck,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2590 MARIN ST,4339008,4339,8,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6011441.697,2100557.577,37.74837583,-122.4032006
"Off the Grid Services, LLC",Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.77632715,-122.3917968
"San Francisco Street Foods, Inc.",Push Cart,HOWARD ST: 03RD ST to 04TH ST (700 - 799),701 HOWARD ST,3734091,3734,91,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012391.612,2113335.21,37.78351335,-122.4008134
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,3507040,3507,40,APPROVED,Tacos: burritos: soda & juice,6007518.36,2110417.248,37.77522831,-122.4174661
Buenafe,Truck,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5228001,5228,1,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6014520.892,2099538.537,37.74574924,-122.3924815
Fillmore Square,Truck,WEBSTER ST: EDDY ST to ELLIS ST (1201 - 1299) -- WEST --,1223 WEBSTER ST,732001,732,1,APPROVED,Breakfast and lunch items with a nod to various cultures,6003628.335,2113106.073,37.78239151,-122.4311146
Senor Sisig,Truck,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,326005,326,5,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,6010286.046,2114141.69,37.78561009,-122.4081548
La Jefa,Truck,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,5607038,5607,38,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,6010348.157,2097065.717,37.7387268,-122.406736
Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1290 FILLMORE ST,749019,749,19,APPROVED,Breakfast and lunch items with a nod to various cultures,6003410.245,2112704.288,37.78127595,-122.4318404
Senor Sisig,Truck,02ND ST: MISSION ST to MINNA ST (100 - 130),120 02ND ST,3722002,3722,2,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,6012781.49,2114784.339,37.78751406,-122.3995663
Think is Good Inc.,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012181.836,2116889.979,37.79326221,-122.4017891
Senor Sisig,Truck,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,,,0,0
Think is Good Inc.,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012851.27,2115274.827,37.78886472,-122.3993594
CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1888 MISSION ST,3547003,3547,3,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,6006630.753,2107401.428,37.7668976,-122.4203225
CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,3547001,3547,1,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,6006564.549,2107737.695,37.76781718,-122.4205753
Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1245 FILLMORE ST,750019,750,19,APPROVED,Breakfast and lunch items with a nod to various cultures,6003055.634,2112559.221,37.78085752,-122.4330568
Think is Good Inc.,Truck,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,262020,262,20,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012991.558,2116647.189,37.79264072,-122.3989703
Senor Sisig,Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,263011,263,11,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,6013245.668,2116754.292,37.79294895,-122.3980986
Fillmore Square,Truck,EDDY ST: WEBSTER ST to FILLMORE ST (1400 - 1499),1290 FILLMORE ST,749019,749,19,APPROVED,Breakfast and lunch items with a nod to various cultures,6003410.245,2112704.288,37.78127595,-122.4318404
Senor Sisig,Truck,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,140007,140,7,APPROVED,Various menu items & drinks,6012853.387,2119060.762,37.79926011,-122.3996179
California Kahve,Truck,LA PLAYA: LINCOLN WAY \ MARTIN LUTHER KING JR DR to IRVING ST (1200 - 1299),1234 GREAT HWY,1701006,1701,6,APPROVED,Drip Coffee: Espresso Drinks: Matcha Green Tea: Black Teas: Herbal Teas: Crossaints: Savory and Sweet Breads,5980806.006,2106745.676,37.76360804,-122.5095958
Senor Sisig,Truck,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,3725093,3725,93,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,6010709.29,2112874.234,37.78215364,-122.4066011
Senor Sisig,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,3507041,3507,41,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,6007585.376,2110633.378,37.77582552,-122.4172496
Senor Sisig,Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,6012853.387,2119060.762,37.79926011,-122.3996179
"Off the Grid Services, LLC",Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.77632715,-122.3917968
"Off the Grid Services, LLC",Truck,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,APPROVED,Everything,6014566.387,2112472.164,37.78126469,-122.393229
"San Francisco Street Foods, Inc.",Push Cart,SACRAMENTO ST: FRONT ST to BATTERY ST (300 - 399),1 THE EMBARCADERO,230028,230,28,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012811.658,2117380.371,37.79464383,-122.3996443
DO UC US Mobile Catering,Truck,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,8716001,8716,1,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015098.414,2108321.616,37.76989775,-122.3910983
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,25TH ST: ALABAMA ST to HARRISON ST (3042 - 3099),3065 25TH ST,4271038,4271,38,APPROVED,Tacos: burritos: soda & juice,6009084.78,2101536.437,37.75093165,-122.41142
Roadside Rotisserie Corporation / Country Grill,Truck,BUSH ST: 01ST ST \ MARKET ST to BATTERY ST (1 - 99),1 BUSH ST,290011,290,11,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012652.373,2116027.943,37.79092151,-122.4001004
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,314014,314,14,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010516.291,2114707.404,37.78717629,-122.4073981
